article_id,title,journal,pub_year,times_cited,doi,study_type_2,fieldstudy_country,affiliation,affiliation_country
682,Comparability of Slack Water and Lagrangian Flow Respirometry Methods for Community Metabolic Measurements,PLOS ONE,2014,9,10.1371/journal.pone.0112161,Field-based,Australia,"Univ Queensland, Sch Geog Planning & Environm Management, Brisbane, Qld",Australia
686,Seasonal changes in habitat structure underpin shifts in macroalgae-associated tropical fish communities,MARINE BIOLOGY,2014,15,10.1007/s00227-014-2531-6,Field-based,Australia,"Dept Pk & Wildlife, Marine Sci Program, Div Sci, Kensington, WA, Univ Western Australia, Oceans Inst, Crawley, WA",Australia
688,Dual Roles of an Algal Farming Damselfish as a Cultivator and Opportunistic Browser of an Invasive Seaweed,PLOS ONE,2014,2,10.1371/journal.pone.0109007,Field-based,United States,"Univ Hawaii Manoa, Hawaii Inst Marine Biol, Kaneohe",United States
692,Patterns of distribution and composition of sea urchin assemblages on Brazilian subtropical rocky reefs,MARINE BIOLOGY,2014,9,10.1007/s00227-014-2500-0,Field-based,Brazil,"Univ Fed Fluminense, Dept Biol Marinha, Lab Ecol & Conservacao Ambientes Recifais, BR-24001970 Niteroi, RJ",Brazil
693,Single and joint effects of regional- and local-scale variables on tropical seagrass fish assemblages,MARINE BIOLOGY,2014,6,10.1007/s00227-014-2514-7,Field-based,"Tanzania, United Republic Of","Stockholm Univ, Dept Ecol Environm & Plant Sci, S-10691 Stockholm",Sweden
695,Characteristics of Settling Coral Reef Fish Are Related to Recruitment Timing and Success,PLOS ONE,2014,10,10.1371/journal.pone.0108871,Field-based,United States,"NOAA, Natl Marine Fisheries Serv, Off Habitat Conservat, Coral Reef Conservat Program, Silver Spring, Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Div Marine Biol & Fisheries, Miami",United States
699,Quantifying Shark Distribution Patterns and Species-Habitat Associations: Implications of Marine Park Zoning,PLOS ONE,2014,36,10.1371/journal.pone.0106885,Field-based,Australia,"James Cook Univ, AIMS JCU, Australian Inst Marine Sci, Sch Earth & Environm Sci, Townsville, Qld 4811, James Cook Univ, Ctr Sustainable Trop Fisheries & Aquaculture, Townsville, Qld 4811, James Cook Univ, Sch Earth & Environm Sci, Townsville, Qld 4811",Australia
702,"Multi Year Observations Reveal Variability in Residence of a Tropical Demersal Fish, Lethrinus nebulosus: Implications for Spatial Management",PLOS ONE,2014,12,10.1371/journal.pone.0105507,Field-based,Australia,"CSIRO Marine & Atmospher Res, Brisbane, Qld",Australia
703,Reliance of mobile species on sensitive habitats: a case study of manta rays (Manta alfredi) and lagoons,MARINE BIOLOGY,2014,14,10.1007/s00227-014-2478-7,Field-based,Kiribati,"Univ Calif Santa Barbara, Dept col Evolut & Marine Biol, Santa Barbara",United States
705,Sedentary or mobile? Variability in space and depth use of an exploited coral reef fish,MARINE BIOLOGY,2014,16,10.1007/s00227-014-2497-4,Field-based,Australia,"Australian Inst Marine Sci, Townsville, Qld 4810, James Cook Univ, AIMS JCU, Townsville, Qld 4811, James Cook Univ, Ctr Sustainable Trop Fisheries & Aquaculture, Sch Earth & Environm Sci, Townsville, Qld 4811",Australia
706,Large-scale spatial variation in epilithic algal matrix cryptofaunal assemblages on the Great Barrier Reef,MARINE BIOLOGY,2014,7,10.1007/s00227-014-2495-6,Field-based,Australia,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
707,Evaluation of the effect of closed areas on a unique and shallow water coral reef fish assemblage reveals complex responses,CORAL REEFS,2014,10,10.1007/s00338-014-1160-3,Field-based,Australia,"Dept Pk & Wildlife, Marine Sci Program, Div Sci, Kensington, WA 6151, Univ Western Australia, Fac Nat & Agr Sci, UWA Oceans Inst, Crawley, WA 6009, Univ Western Australia, Sch Plant Biol M470, Crawley, WA 6009",Australia
708,Effects of predation on diel activity and habitat use of the coral-reef shrimp Cinetorhynchus hendersoni (Rhynchocinetidae),CORAL REEFS,2014,5,10.1007/s00338-014-1163-0,Field-based,Malaysia,"Univ Hong Kong, Sch Biol Sci, Hong Kong, Hong Kong, Univ Hong Kong, Swire Inst Marine Sci, Hong Kong, Hong Kong",Peoples R China
709,Spatial and temporal patterns of coral health and disease along leeward Hawai'i Island,CORAL REEFS,2014,11,10.1007/s00338-014-1174-x,Field-based,United States,"Cornell Univ, Dept Ecol & Evolutionary Biol, Ithaca, Univ Hawaii Manoa, Hawaii Inst Marine Biol, Kaneohe",United States
711,"Effects of region, demography, and protection from fishing on batch fecundity of common coral trout (Plectropomus leopardus)",CORAL REEFS,2014,10,10.1007/s00338-014-1164-z,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Ctr Sustainable Trop Fisheries & Aquaculture, Townsville, Qld 4811, James Cook Univ, Sch Earth & Environm Sci, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
716,"Habitat-Specific Density and Diet of Rapidly Expanding Invasive Red Lionfish, Pterois volitans, Populations in the Northern Gulf of Mexico",PLOS ONE,2014,33,10.1371/journal.pone.0105852,Field-based,United States,"Univ S Alabama, Dept Marine Sci, Mobile",United States
717,Coral Reef Disturbance and Recovery Dynamics Differ across Gradients of Localized Stressors in the Mariana Islands,PLOS ONE,2014,10,10.1371/journal.pone.0105731,Field-based,Northern Mariana Islands,"Pacific Marine Resources Inst, Saipan, Univ Guam, Marine Lab, UOG Stn, Mangilao",United States
